,CERCID,RESEARCHER,SITE,TREATMENT,ORDER,INGFIRST,COREL.L,INGROUP,SUM1,COREL.S,SELF,SUM2,HONEST,SEX,AGE,AGE.C,FAMILY,CHILDREN,FORMALED,HOUSEHOLD,NATLANG,MAT1,MAT1C,MAT2,MAT2C,MAT3,MAT3C,MAT4,MAT4C,MMAT,MMATc,BGLG1ST,HIGHGOD.BG,OMNI.BG,DIEPUN,DKDIEPUN,MBG,BGR1,BGR2,BGTHINK,BGPERF,BGPERFHO,BGFREQW,BGPUNISH,BGSTEAL,BGSTLIMP,BGLYING,BGLIEIMP,BGMURDER,BGMURDIMP,BGFEEL,BGSEE,BGREWARD,BGDIE,BGSTRANGER,BGOTHERRIT,BGPERFC,HIGHGOD.LG,OMNI.LG,LGDIEPUN,MLG,LGR1,LGR2,LGTHINK,LGPERF,LGPERFHO,LGFREQW,LGPUNISH,LGSTEAL,LGSTEALIMP,LGLYING,LGLIEIMP,LGMURDER,LGMURDIMP,LGFEEL,LGSEE,LGREWARD,LGDIE,LGSTRANGER,LGOTHERRIT,LGPERFC,POLEVAL,CORELEMO,INGREMO,OUTGREMO,CORELSIM,BGTHINKH,BGFREQWH,BGSTEALH,BGLYINGH,BGMURDERH,BGREWARDH,LGTHINKH,LGFREQWH,LGSTEALH,LGLYINGH,LGMURDERH,LGREWARDH,POLEVALH,CORELEMOH,INGREMOH,OUTGREMOH,EMOC,EMOI,EMOO,PARTCR1,PARTCR2,PARTDR
462,CERC461,Purzycki,Tyva Republic,0,231,0,15,15,30,17,13,30,0,0,18,-19.4,1,0,12,2,4,0,1,1,1,1,2,1,2,0.75,1.5,1,1,1,1,0,3.67,1,1,4,1,4,4,1,2,3,2,4,4,4,1,1,4,1,1,1,1,0.75,0.5,1,4,0.25,0.25,3,1,1,2,1,4,4,4,4,4,4,1,0,1,1,0,1,1,0,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,0,0,3
463,CERC462,Purzycki,Tyva Republic,0,132,1,16,14,30,15,15,30,0,0,23,-14.4,1,0,15,3,2,0,2,0,1,0,1,1,1,0.25,1.25,1,0.25,0,0.5,0,2.33,0.25,0.25,0,0,NA,0,1,2,2,2,2,1,3,0,0,1,0,0,0,1,0.5,0.5,0.5,1.33,0,0,0,0,NA,0,1,NA,1,2,1,1,2,1,0,0,0,1,0,0,-1,2,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,0,1,3
464,CERC463,Purzycki,Tyva Republic,0,123,1,13,17,30,18,12,30,0,0,20,-17.4,1,0,14,5,2,1,2,1,1,1,2,1,2,1,1.75,0,0.5,1,0,0,2.33,0.25,0.25,4,1,2,1,0,1,2,1,3,1,2,1,1,1,0,1,1,1,0.5,0,1,2.67,0.75,0.75,1,1,1,2,1,1,2,1,3,2,3,0,0,3,1,1,1,1,-1,5,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,0,0,0
465,CERC464,Purzycki,Tyva Republic,0,321,0,14,16,30,13,17,30,0,0,28,-9.4,2,2,17,5,3,0,2,0,0,0,-1,1,2,0.25,0.75,1,0,0,0,0,0,0.25,0.25,2,1,1,1,0,0,0,0,0,0,0,0,0,1,NA,0,0,1,0.75,0.5,1,2.67,0.25,0.25,1,1,NA,0,1,1,2,1,3,1,3,1,0,1,1,0,1,1,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,0,0
466,CERC465,Purzycki,Tyva Republic,0,312,1,16,14,30,15,15,30,0,0,35,-2.4,2,2,19,3,4,1,1,1,1,0,1,0,2,0.5,1.25,0,0.67,1,0.5,0,1,1,1,4,1,2,1,0,1,1,1,1,1,1,1,NA,4,1,1,0,NA,0.67,1,0.5,4,0.25,0.25,1,0,NA,0,1,4,4,4,4,4,4,1,NA,1,0,0,NA,1,0,1,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,0,1,1
467,CERC466,Purzycki,Tyva Republic,0,231,0,15,15,30,11,19,30,0,0,67,29.6,5,2,14,2,4,1,1,0,1,0,1,1,1,0.5,1,0,0.75,1,0.5,0,2.33,1,1,4,1,4,4,0,0,2,0,2,4,3,1,1,4,1,1,1,1,1,1,1,2.33,1,1,3,0,NA,4,1,4,2,4,2,4,3,1,1,4,1,1,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
468,CERC467,Purzycki,Tyva Republic,0,123,1,15,15,30,12,18,30,0,0,24,-13.4,3,2,16,4,3,0,1,1,-1,1,1,0,1,0.5,0.5,0,0.5,0.5,0.5,0,3.67,1,1,4,1,4,4,1,0,4,3,3,0,4,1,0,4,0,1,0,1,0.5,0.5,0.5,3,0,0,2,1,1,2,1,0,4,0,3,0,2,1,0,0,0,0,1,1,0,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,1,1,2
469,CERC468,Purzycki,Tyva Republic,0,312,1,12,18,30,15,15,30,0,0,30,-7.4,3,2,18,5,3,1,1,1,2,1,2,1,2,1,1.75,1,0.5,0.5,0.5,0,3,NA,NA,4,1,3,0,1,4,3,NA,3,NA,3,1,0,NA,0,0,0,1,0.25,0.5,0,2.67,1,1,3,0,NA,1,0,4,3,1,3,4,2,1,0,4,0,1,0,1,-1,1,5,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,0,1,3
470,CERC469,Purzycki,Tyva Republic,0,213,0,8,22,30,12,18,30,0,0,20,-17.4,1,0,14,6,2,0,2,1,1,1,1,1,1,0.75,1.25,0,1,1,1,0,2.67,1,1,3,1,2,4,1,1,2,1,2,4,4,1,1,4,1,1,1,1,0.75,0.5,1,2,0.75,0.75,3,0,NA,2,1,1,2,0,0,3,4,1,0,3,1,1,1,1,1,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,0,1
471,CERC470,Purzycki,Tyva Republic,0,321,0,14,16,30,14,16,30,0,0,20,-17.4,1,0,13,4,3,0,1,1,1,0,1,1,2,0.5,1.25,0,1,1,1,0,0.33,1,1,4,1,3,4,1,0,0,0,1,0,0,1,1,4,1,1,0,0,1,1,1,1.33,1,1,4,0,NA,3,1,2,1,0,1,4,2,1,1,4,1,1,0,0,1,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,0,1,4
472,CERC471,Purzycki,Tyva Republic,0,312,1,17,13,30,18,12,30,0,0,29,-8.4,4,2,17,2,4,0,1,0,2,0,2,1,2,0.25,1.75,1,0.25,0,0.5,0,4,1,1,0,0,NA,0,1,4,4,4,4,4,4,0,0,4,0,0,1,1,0.75,0.5,1,3.67,0.5,0.5,2,0,NA,2,1,4,4,3,3,4,4,1,0,2,1,1,0,0,1,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,1,4
473,CERC472,Purzycki,Tyva Republic,0,312,1,15,15,30,16,14,30,0,0,33,-4.4,1,5,11,4,3,1,2,1,2,1,2,1,2,1,2,0,0.5,0.5,0.5,0,2.67,1,1,4,1,3,3,0,4,3,3,2,4,3,0,1,4,1,1,0,0,0.33,0,1,3.67,1,1,2,0,1,1,NA,3,4,4,4,4,3,0,0,4,1,1,0,1,2,4,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2,1,1,3
474,CERC473,Purzycki,Tyva Republic,0,132,1,15,15,30,13,17,30,0,0,26,-11.4,2,1,16,3,3,0,1,0,1,0,1,1,1,0.25,1,0,1,1,1,0,1.67,0.25,0.25,2,1,1,1,1,0,0,1,2,0,3,1,1,1,1,1,1,1,0.5,0.5,0.5,1.33,0.25,0.25,2,1,1,1,0,0,1,0,1,2,2,0,1,1,1,0,0,0,0,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,1,1
475,CERC474,Purzycki,Tyva Republic,0,231,0,16,14,30,15,15,30,0,0,22,-15.4,1,1,14,10,2,0,2,1,2,1,-1,0,-1,0.5,0.5,0,1,1,1,0,2.33,0.75,0.75,2,0,NA,3,1,1,2,1,2,2,3,1,1,3,1,0,0,1,0.75,0.5,1,1.33,0.25,0.25,2,0,NA,1,1,0,1,2,2,1,1,1,0,1,1,0,0,1,0,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,1,1,2
476,CERC475,Purzycki,Tyva Republic,0,231,0,12,18,30,13,17,30,0,1,58,20.6,2,3,17.5,9,4,0,2,0,2,0,2,1,2,0.25,2,1,1,1,1,0,4,1,1,2,1,2,1,1,1,4,1,4,4,4,1,1,4,1,1,1,1,1,1,1,4,1,1,4,1,2,2,1,4,4,4,4,4,4,1,1,4,1,1,1,1,1,5,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,1,1,1
477,CERC476,Purzycki,Tyva Republic,0,231,0,16,14,30,17,13,30,0,0,23,-14.4,1,1,16,4,3,1,2,0,1,0,1,1,2,0.5,1.5,0,1,1,1,0,2.67,1,1,3,1,1,2,1,4,2,4,2,4,4,1,1,4,1,1,1,1,1,1,1,2.67,1,1,3,1,3,2,1,4,2,4,2,4,4,1,1,4,1,1,1,1,0,2,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,1,0,3
478,CERC477,Purzycki,Tyva Republic,0,321,0,14,16,30,14,16,30,0,0,26,-11.4,1,0,15,4,3,1,2,1,1,1,1,1,1,1,1.25,1,0.75,1,0.5,0,3,NA,NA,3,1,3,NA,1,1,2,1,3,1,4,1,1,NA,0,1,0,0,0.75,1,0.5,2.67,0,0,1,0,NA,0,1,1,2,1,2,2,4,1,1,0,0,1,0,0,1,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,0,0,2
479,CERC478,Purzycki,Tyva Republic,1,231,0,13,17,30,9,21,30,0,0,20,-17.4,1,0,14,4,2,0,1,1,1,1,1,1,2,0.75,1.25,1,0.5,0.5,0.5,0,3.33,0,0,0,0,NA,0,1,0,3,2,3,3,4,1,0,0,0,1,1,1,0.75,1,0.5,3.33,0,0,1,0,NA,0,1,1,2,2,4,4,4,1,1,0,0,0,0,0,0,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,0,0,4
480,CERC479,Purzycki,Tyva Republic,1,132,1,15,15,30,17,13,30,0,0,31,-6.4,4,2,21,4,4,0,2,0,1,0,1,1,1,0.25,1.25,0,0.75,1,0.5,0,2.33,1,1,4,1,2,4,1,4,3,4,2,4,2,1,1,4,0,0,0,1,0.75,1,0.5,3.33,1,1,4,0,NA,0,1,4,2,4,4,4,4,1,1,4,0,1,0,1,0,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,0,0,2
481,CERC480,Purzycki,Tyva Republic,1,213,0,18,12,30,19,11,30,0,0,31,-6.4,4,2,17,2,4,0,2,1,2,0,2,1,2,0.5,2,1,1,1,1,0,3,1,1,2,1,3,2,1,NA,2,2,3,4,4,1,1,4,1,1,0,0,0.25,0,0.5,4,0.25,0.25,1,1,1,1,1,4,4,4,4,4,4,0,0,1,0,0,1,1,1,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,1,2
482,CERC481,Purzycki,Tyva Republic,1,213,0,17,13,30,18,12,30,0,1,27,-10.4,3,1,15,4,3,0,2,0,2,1,2,1,2,0.5,2,0,0.75,1,0.5,0,3.33,1,1,3,1,0,4,0,4,3,4,3,4,4,1,1,4,1,1,1,1,1,1,1,3.33,0.25,0.25,2,0,NA,1,1,4,3,4,3,4,4,1,1,1,1,0,1,1,0,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,0,0
483,CERC482,Purzycki,Tyva Republic,1,213,0,17,13,30,12,18,30,0,0,38,0.6,5,3,11.5,9,3,1,2,1,1,1,1,0,1,0.75,1.25,1,1,1,1,0,2,1,1,0,0,NA,0,1,4,2,4,2,1,2,1,NA,4,1,1,NA,1,0.67,1,0.5,3,1,1,0,0,NA,NA,1,2,2,4,3,1,4,1,NA,4,0,1,NA,NA,1,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,0,0,0
484,CERC483,Purzycki,Tyva Republic,1,213,0,14,16,30,18,12,30,0,0,55,17.6,2,3,17,3,4,0,2,0,2,0,2,0,2,0,2,0,1,1,1,0,4,1,1,4,1,4,4,1,NA,4,4,4,4,4,1,1,4,1,1,1,1,1,1,1,4,1,1,0,1,1,4,1,4,4,4,4,4,4,1,1,4,1,1,1,1,2,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,1,1,4
485,CERC484,Purzycki,Tyva Republic,1,312,1,13,17,30,9,21,30,0,1,31,-6.4,2,2,17,4,3,0,2,0,1,0,2,1,2,0.25,1.75,0,1,1,1,0,2,0.25,0.25,2,0,NA,0,1,1,2,1,2,1,2,1,1,1,1,0,0,0,0.75,1,0.5,0.33,0.25,0.25,1,0,NA,0,1,0,0,1,1,NA,0,1,1,1,0,1,1,1,0,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1
486,CERC485,Purzycki,Tyva Republic,1,213,0,16,14,30,15,15,30,0,1,23,-14.4,2,0,14,7,3,0,2,0,2,0,2,1,1,0.25,1.75,1,1,1,1,0,2,0.5,0.5,3,1,2,0,1,1,2,3,2,4,2,1,1,2,1,1,1,1,0.75,1,0.5,1.67,0.25,0.25,1,1,1,0,1,1,2,1,1,1,2,1,1,1,0,1,1,1,1,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,0,3,2
487,CERC486,Purzycki,Tyva Republic,1,213,0,18,12,30,14,16,30,0,1,23,-14.4,1,0,14,4,3,0,1,0,0,1,0,1,0,0.5,0.25,1,0.75,1,0.5,0,2.33,1,1,1,0,NA,0,0,0,2,1,2,2,3,1,1,4,1,1,0,1,1,1,1,2.33,0.75,0.75,3,1,1,2,1,2,2,1,2,3,3,1,1,3,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA
488,CERC487,Purzycki,Tyva Republic,1,132,1,16,14,30,14,16,30,0,0,57,19.6,2,5,19,3,4,1,2,0,1,0,2,1,2,0.5,1.75,1,1,1,1,0,3.67,1,1,4,1,4,4,1,4,3,4,4,4,4,1,1,4,1,1,1,1,0.75,0.5,1,4,1,1,0,1,NA,1,1,4,4,4,4,4,4,1,0,4,1,0,1,1,0,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,1,1
489,CERC488,Purzycki,Tyva Republic,1,231,0,14,16,30,12,18,30,0,0,21,-16.4,1,0,15,6,3,1,1,1,1,1,2,1,1,1,1.25,0,1,1,1,0,3.67,0.25,0.25,4,1,NA,3,1,3,4,2,3,2,4,1,1,1,1,0,0,0,1,1,1,3,0.5,0.5,1,0,NA,0,1,1,3,1,2,4,4,1,1,2,1,0,0,0,1,1,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,1,1,2
490,CERC489,Purzycki,Tyva Republic,1,312,1,17,13,30,8,22,30,0,1,24,-13.4,1,0,14,1,3,0,2,0,2,1,1,1,2,0.5,1.75,0,0.5,0.5,0.5,0,4,1,1,3,1,3,2,1,4,4,4,4,4,4,1,0,4,0,1,0,1,0.5,0.5,0.5,3.33,1,1,1,0,NA,0,1,2,2,4,4,4,4,1,0,4,0,0,1,1,1,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,0,1,2
491,CERC490,Purzycki,Tyva Republic,1,312,1,21,9,30,13,17,30,0,0,27,-10.4,2,1,13,7,2,1,1,0,2,0,2,1,1,0.5,1.5,1,0.75,1,0.5,0,3,1,1,4,1,4,2,0,4,4,NA,2,4,3,1,1,4,1,0,1,1,0.75,1,0.5,3.33,1,1,1,1,1,2,1,4,3,4,3,4,4,1,1,4,0,0,1,1,1,5,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,0,1,4
492,CERC491,Purzycki,Tyva Republic,1,132,1,17,13,30,14,16,30,0,1,21,-16.4,1,0,13,4,4,0,1,0,1,0,1,1,2,0.25,1.25,0,0.5,1,0,0,2.33,0.25,0.25,3,1,3,2,0,1,3,1,2,2,2,1,1,1,0,1,1,1,0.75,1,0.5,2.33,0.25,0.25,3,1,3,NA,1,2,2,2,2,1,3,1,1,1,0,1,1,1,0,5,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,1,0,3
493,CERC492,Purzycki,Tyva Republic,1,213,0,17,13,30,15,15,30,0,0,31,-6.4,1,3,17,6,3,1,2,0,2,0,2,1,2,0.5,2,1,0.75,1,0.5,0,3.67,NA,NA,2,1,2,1,0,4,3,4,4,4,4,1,1,NA,1,1,1,1,0.75,1,0.5,3.67,0.25,0.25,2,1,2,2,1,4,3,4,4,4,4,1,1,1,0,0,1,1,0,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,1,1,2
494,CERC493,Purzycki,Tyva Republic,1,132,1,15,15,30,13,17,30,0,1,36,-1.4,2,2,20,4,4,0,2,0,1,0,2,1,2,0.25,1.75,1,0.25,0,0.5,0,2,1,1,3,0,NA,0,0,0,2,4,2,4,2,0,0,4,1,0,1,0,1,1,1,2,0.25,0.25,3,0,NA,1,1,1,2,1,2,4,2,1,1,1,1,1,0,1,1,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,1,1,1
495,CERC494,Purzycki,Tyva Republic,1,132,1,14,16,30,19,11,30,0,0,59,21.6,5,2,16,3,4,0,2,0,1,0,2,1,1,0.25,1.5,1,0.5,1,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.67,1,0.5,3.33,0,0,2,0,0,0,1,4,4,4,2,4,4,1,NA,0,0,1,1,1,0,1,4.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,0,0,NA
496,CERC495,Purzycki,Tyva Republic,1,312,1,12,18,30,16,14,30,0,0,18,-19.4,1,0,12,5,2,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0.5,0,2.33,0.5,0.5,3,1,2,2,1,3,2,3,2,4,3,1,1,2,0,1,1,1,1,1,1,2,0.5,0.5,2,1,1,1,1,2,2,2,2,3,2,1,1,2,1,0,1,1,0,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,1,1,1
497,CERC496,Purzycki,Tyva Republic,1,213,0,14,16,30,15,15,30,0,0,51,13.6,2,2,15,3,4,0,2,0,-1,0,1,1,2,0.25,1,1,0.75,1,0.5,0,2.33,1,1,3,1,2,4,0,0,2,1,2,4,3,1,1,4,1,1,1,1,1,1,1,2.33,1,1,4,1,4,4,1,4,2,3,2,2,3,1,1,4,1,1,1,1,1,4,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,0,2,2
498,CERC497,Purzycki,Tyva Republic,1,231,0,17,13,30,15,15,30,0,0,22,-15.4,3,0,15,5,2,0,1,0,2,0,2,1,2,0.25,1.75,0,1,1,1,0,2.33,1,1,3,1,4,3,1,3,2,3,2,4,3,1,1,4,1,1,1,1,1,1,1,2.33,1,1,2,1,2,2,1,3,2,3,2,3,3,1,1,4,1,1,1,1,0,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,1,1,1
499,CERC498,Purzycki,Tyva Republic,1,231,0,15,15,30,17,13,30,0,1,24,-13.4,1,0,17,3,4,0,1,0,2,0,2,1,2,0.25,1.75,0,0.75,1,0.5,0,0,1,1,4,1,4,NA,0,0,0,0,0,0,0,1,1,4,1,1,1,0,0.75,1,0.5,1,0.25,0.25,2,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,1,1,4
500,CERC499,Purzycki,Tyva Republic,1,213,0,15,15,30,16,14,30,0,0,42,4.6,2,2,16,2,4,0,1,0,1,0,1,1,1,0.25,1,0,1,1,1,0,3.67,0.25,0.25,4,1,3,4,1,3,4,1,4,1,3,1,1,1,1,1,0,1,1,1,1,3.67,0.25,0.25,1,1,1,1,1,3,4,4,3,4,4,1,1,1,1,0,0,1,NA,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,0,1,1
501,CERC500,Purzycki,Tyva Republic,1,312,1,13,17,30,14,16,30,1,0,18,-19.4,1,0,11,4,1,0,1,0,1,1,1,1,2,0.5,1.25,0,1,1,1,0,2.67,1,1,3,1,3,2,1,3,2,3,2,3,4,1,1,4,1,1,1,1,0.75,0.5,1,1.33,0.25,0.25,0,1,1,2,1,0,2,2,1,1,1,0,1,1,1,1,1,1,1,3,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,1,1,3
502,CERC501,Purzycki,Tyva Republic,1,123,1,15,15,30,19,11,30,0,0,63,25.6,5,6,11,5,4,0,2,0,2,0,2,1,2,0.25,2,0,1,1,1,0,3.33,1,1,4,1,4,4,1,1,4,4,3,4,3,1,1,4,1,1,1,1,0.5,0.5,0.5,2.67,1,1,4,1,4,4,1,4,0,4,4,4,4,1,0,4,0,0,1,1,0,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,4,1,4
503,CERC502,Purzycki,Tyva Republic,1,213,0,11,19,30,13,17,30,0,0,34,-3.4,4,2,18,3,3,0,2,0,2,0,2,1,1,0.25,1.75,1,0.75,1,0.5,0,2,1,1,3,0,NA,2,0,0,2,2,2,4,2,1,1,4,1,1,1,1,1,1,1,2,0.25,0.25,0,1,1,1,1,1,2,4,2,1,2,1,1,1,1,1,1,1,0,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,1,1,4
504,CERC503,Purzycki,Tyva Republic,1,213,0,13,17,30,13,17,30,0,0,30,-7.4,1,2,17,6,3,0,2,0,2,0,2,1,2,0.25,2,0,1,1,1,0,2.67,1,1,3,1,3,3,1,3,2,3,2,4,4,1,1,4,1,1,1,1,1,1,1,2.67,0.75,0.75,1,0,NA,1,1,1,2,2,2,4,4,1,1,3,1,0,1,1,1,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,1,1
505,CERC504,Purzycki,Tyva Republic,1,231,0,15,15,30,17,13,30,0,1,54,16.6,2,3,14,4,1,0,2,0,2,0,2,0,2,0,2,0,1,1,1,0,3.33,1,1,3,1,3,3,1,4,3,4,3,3,4,1,1,4,1,1,1,1,1,1,1,3,1,1,2,1,2,3,1,1,4,2,3,1,2,1,1,4,1,1,1,1,1,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,1,1,1
506,CERC505,Purzycki,Tyva Republic,1,132,1,16,14,30,16,14,30,0,1,33,-4.4,2,2,11,4,3,0,1,1,1,1,1,1,1,0.75,1,1,1,1,1,0,4,0.25,0.25,2,1,2,NA,NA,NA,4,4,4,4,4,1,1,1,1,1,0,0,0.75,1,0.5,4,1,1,2,1,3,3,1,4,4,4,4,4,4,1,1,4,0,1,0,1,0,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,1,1,3
507,CERC506,Purzycki,Tyva Republic,1,123,1,15,15,30,20,10,30,0,1,31,-6.4,2,3,15,4,2,0,2,0,2,0,2,1,1,0.25,1.75,1,0,NA,0,0,2,0.25,0.25,0,0,NA,0,NA,0,2,1,2,4,2,NA,NA,1,0,1,1,1,0,0,0,1.33,0,0,0,0,NA,0,0,0,0,1,2,1,2,0,0,0,0,0,1,1,0,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,0,1,3
508,CERC507,Purzycki,Tyva Republic,1,123,1,18,12,30,13,17,30,0,0,21,-16.4,3,1,13,3,3,1,2,1,1,1,1,1,1,1,1.25,0,0.5,1,0,0,2.67,0.5,0.5,4,1,4,1,0,2,2,1,2,4,4,1,1,2,0,1,0,1,0.5,0.5,0.5,2,0.5,0.5,3,1,3,3,1,2,1,2,1,4,4,1,0,2,0,1,0,1,0,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2
509,CERC508,Purzycki,Tyva Republic,1,231,0,10,20,30,17,13,30,0,0,33,-4.4,3,1,19,4,2,0,1,0,1,0,1,1,1,0.25,1,1,0.75,1,0.5,0,0,1,1,3,1,2,3,0,0,0,1,0,0,0,1,1,4,1,1,1,1,0.75,1,0.5,0.33,1,1,2,1,1,1,0,0,1,0,0,0,0,1,1,4,1,1,1,1,0,4,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,1,1,2
510,CERC509,Purzycki,Tyva Republic,1,321,0,13,17,30,13,17,30,0,1,51,13.6,2,1,18,3,4,1,1,0,1,1,2,1,-1,0.75,0.75,1,0.75,0.5,1,0,2,1,1,2,0,NA,2,1,4,2,4,2,4,2,0,1,4,1,1,1,1,0.75,1,0.5,3,1,1,1,1,1,1,1,4,3,4,3,4,3,1,1,4,0,1,1,1,0,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,1,0,1
